id_competition,id_fight,id_person_blue,id_person_white,id_winner,is_finished,round,duration,ippon,waza,yuko,penalty,ippon_b,waza_b,yuko_b,penalty_b,ippon_w,waza_w,yuko_w,penalty_w,type,round_code,round_name,date_start_ts,first_hajime_at_ts,gs,bye,updated_at,hsk_w,hsk_b,tagged,kodokan_tagged,published,sc_countdown_offset,fight_no,contest_code_long,mat,id_competition_teams,id_fight_team,competition_name,competition_date,external_id,city,comp_year,age,fight_duration,weight,id_weight,date_raw,person_white,id_ijf_white,family_name_white,given_name_white,timestamp_version_white,person_blue,id_ijf_blue,family_name_blue,given_name_blue,timestamp_version_blue,country_white,country_short_white,id_country_white,country_blue,country_short_blue,id_country_blue,picture_folder_1,picture_filename_1,picture_folder_2,picture_filename_2,media,rank_name,personal_picture_white,personal_picture_blue
2008,519754,58687,26670,26670,1,1,00:00:00,1,0,0,0,0,0,0,0,1,0,0,0,0,small_4_1-2,Semi-Final,0,0,0,0,2019-12-16 08:22:48,0,0,0,0,0,0,1,cont_open_hkg2019_m_p100_0001,0,,,Hong Kong Asian Open 2019,2019-11-30,cont_open_hkg2019,Hong Kong,2019,Seniors,240,+100,7,2019/11/30,YOUN Jaegu,ef2ad5ae,YOUN,Jaegu,v1578305000,RATTANADAENG Tanapat,1c97ac78,RATTANADAENG,Tanapat,v1572941298,Republic of Korea,KOR,15,Thailand,THA,174,/2020/01/,26670_1578305000.jpg,/2019/11/,58687_1572941298.jpg,,Asian Open,https://www.judobase.org/files/persons//2020/01//26670_1578305000.jpg,https://www.judobase.org/files/persons//2019/11//58687_1572941298.jpg
1725,459522,30336,613,613,1,4,00:02:52,1,1,0,2,0,0,0,1,1,1,0,1,0,last8_rep_35_1-16,Round 1,1554622195575,0,0,0,2022-05-11 13:18:06,0,0,3,2,1,22,1,gp_tur2019_m_p100_0001,1,,,Antalya Grand Prix 2019,2019-04-05,gp_tur2019,Antalya,2019,Seniors,240,+100,7,2019/04/05,KRPALEK Lukas,27be53c1,KRPALEK,Lukas,v1635682748,DIMITROV Ivaylo,c9b5312f,DIMITROV,Ivaylo,v1663939350,Czech Republic,CZE,32,Bulgaria,BUL,29,/2019/06/,613_1559747179.jpg,/2022/09/,30336_1663939349.jpg,yt*xni6xyjkV4g*00:00:35,Grand Prix,https://www.judobase.org/files/persons//2019/06//613_1559747179.jpg,https://www.judobase.org/files/persons//2022/09//30336_1663939349.jpg
2028,530909,23117,13560,13560,1,3,00:01:25,1,0,0,2,0,0,0,2,1,0,0,0,0,last8_rep_19_1-8,Round 1,0,0,0,0,2022-05-11 13:18:06,0,0,0,0,0,0,1,cont_open_aut2020_m_p100_0001,2,,,Oberwart European Open 2020,2020-02-15,cont_open_aut2020,Oberwart,2020,Seniors,240,+100,7,2020/02/15,SHAKHBAZOV Ruslan,b15f282c,SHAKHBAZOV,Ruslan,v1546768692,ORAZBAYEV Adil,f17b8f5b,ORAZBAYEV,Adil,v1659998748,Russian Federation,RUS,7,Kazakhstan,KAZ,14,/2019/01/,13560_1546768692.jpg,/2022/08/,23117_1659998748.jpg,yt*ATTiUWr60_g?utm_campaign=upgrade*00:00:00,European Open,https://www.judobase.org/files/persons//2019/01//13560_1546768692.jpg,https://www.judobase.org/files/persons//2022/08//23117_1659998748.jpg
2199,546470,22398,613,613,1,3,00:01:04,1,0,0,4,0,0,0,3,1,0,0,1,0,last8_rep_19_1-8,Round 1,1614502880207,1614502891,0,0,2022-05-11 13:18:06,0,0,0,0,0,0,1,cont_open_cze2021_m_p100_0001,2,,,Prague European Open 2021,2021-02-27,cont_open_cze2021,Prague,2021,Seniors,240,+100,7,2021/02/27,KRPALEK Lukas,27be53c1,KRPALEK,Lukas,v1635682748,FIZEL Marius,63e1cdd9,FIZEL,Marius,v1543503035,Czech Republic,CZE,32,Slovakia,SVK,45,/2019/06/,613_1559747179.jpg,/2018/11/,22398_1543503035.jpg,,European Open,https://www.judobase.org/files/persons//2019/06//613_1559747179.jpg,https://www.judobase.org/files/persons//2018/11//22398_1543503035.jpg
1597,434472,48834,12367,12367,1,2,00:05:00,1,0,0,0,0,0,0,0,1,0,0,0,0,last8_rep_11_1-4,Quarter-Final,0,0,0,0,2019-01-18 09:57:48,0,0,0,0,0,0,1,cont_open_aus2018_m_p100_0001,0,,,Perth Oceania Open 2018,2018-11-17,cont_open_aus2018,Perth,2018,Seniors,240,+100,7,2018/11/17,PARK Liam,56c65f48,PARK,Liam,v1568391890,ALLATT Benjamin,41698d44,ALLATT,Benjamin,v1539803834,Australia,AUS,56,Australia,AUS,56,/2019/09/,12367_1568391890.jpg,/2018/10/,48834_1539803834.jpg,,Oceanian Open,https://www.judobase.org/files/persons//2019/09//12367_1568391890.jpg,https://www.judobase.org/files/persons//2018/10//48834_1539803834.jpg
1589,419172,31383,5298,5298,1,3,01:40:00,1,0,0,4,0,0,0,2,1,0,0,2,0,small_6_1,Round 1,0,0,0,0,2019-01-18 09:57:48,0,0,0,0,0,0,1,cont_open_dom2018_m_p100_0001,0,,,Santo Domingo Panamerican Open 2018,2018-09-01,cont_open_dom2018,Santo Domingo,2018,Seniors,240,+100,7,2018/09/01,PINEDA Pedro,8392b49c,PINEDA,Pedro,v1616593972,PERALTA Amaury Jose,e96c9aee,PERALTA,Amaury Jose,v1521647627,Venezuela,VEN,109,Dominican Republic,DOM,95,/2021/02/,5298_1613640705.jpg,/2018/03/,31383_1521647627.jpg,,,https://www.judobase.org/files/persons//2021/02//5298_1613640705.jpg,https://www.judobase.org/files/persons//2018/03//31383_1521647627.jpg
1715,450502,12367,2673,2673,1,0,00:00:00,,,,,0,0,0,0,0,0,0,0,0,,Final,0,0,0,0,2019-03-11 14:29:20,0,0,0,0,0,0,1,cont_open_per2019_m_0100_0001,0,,,Lima Panamerican Open 2019,2019-03-09,cont_open_per2019,Lima,2019,Seniors,240,+100,7,2019/03/09,CAMPOS Hector,bd6685ee,CAMPOS,Hector,v1581819231,PARK Liam,56c65f48,PARK,Liam,v1568391890,Argentina,ARG,77,Australia,AUS,56,/2019/04/,2673_1554972035.jpg,/2019/09/,12367_1568391890.jpg,,,https://www.judobase.org/files/persons//2019/04//2673_1554972035.jpg,https://www.judobase.org/files/persons//2019/09//12367_1568391890.jpg
1723,456406,48483,12236,12236,1,2,01:40:00,1,0,0,0,0,0,0,0,1,0,0,0,0,last8_rep_11_1-4,Quarter-Final,0,0,0,0,2019-04-11 16:34:49,0,0,0,0,0,0,1,cont_open_chi2019_m_p100_0001,0,,,Santiago del Chile Panamerican Open 2019,2019-03-23,cont_open_chi2019,Santiago del Chile,2019,Seniors,240,+100,7,2019/03/23,FIGUEROA Freddy,c8b48314,FIGUEROA,Freddy,v1562955984,BRITO Rafael,ead9683c,BRITO,Rafael,v1555075104,Ecuador,ECU,92,Brazil,BRA,49,/2019/07/,12236_1562955984.jpg,/2019/04/,48483_1555075104.jpg,,,https://www.judobase.org/files/persons//2019/07//12236_1562955984.jpg,https://www.judobase.org/files/persons//2019/04//48483_1555075104.jpg
1753,499158,31444,12236,12236,1,2,00:00:43,1,0,0,0,0,0,0,0,1,0,0,0,0,last8_rep_11_1-4,Quarter-Final,0,0,0,0,2019-09-09 08:40:28,0,0,0,0,0,0,1,cont_open_dom2019_m_p100_0001,0,,,Santo Domingo Panamerican Open 2019,2019-09-07,cont_open_dom2019,Santo Domingo,2019,Seniors,240,+100,7,2019/09/07,FIGUEROA Freddy,c8b48314,FIGUEROA,Freddy,v1562955984,SANTANA Luis,4849af12,SANTANA,Luis,v1616654959,Ecuador,ECU,92,Dominican Republic,DOM,95,/2019/07/,12236_1562955984.jpg,/2021/03/,31444_1616654957.jpg,,,https://www.judobase.org/files/persons//2019/07//12236_1562955984.jpg,https://www.judobase.org/files/persons//2021/03//31444_1616654957.jpg
2041,534651,32998,12236,12236,1,1,00:01:13,1,0,0,2,0,0,0,1,1,0,0,1,0,small_4_1-2,Semi-Final,1583673625806,1583673637,0,0,2022-05-11 13:18:06,0,0,0,0,0,0,1,cont_open_arg2020_m_p100_0001,1,,,Bariloche Panamerican Open 2020,2020-03-07,cont_open_arg2020,Bariloche,2020,Seniors,240,+100,7,2020/03/07,FIGUEROA Freddy,c8b48314,FIGUEROA,Freddy,v1562955984,BURGOS Alejo,f37f1b2d,BURGOS,Alejo,v1620502639,Ecuador,ECU,92,Argentina,ARG,77,/2019/07/,12236_1562955984.jpg,/2020/02/,32998_1582123310.jpg,,,https://www.judobase.org/files/persons//2019/07//12236_1562955984.jpg,https://www.judobase.org/files/persons//2020/02//32998_1582123310.jpg
2043,543119,9212,17861,9212,1,0,00:05:00,1,0,0,5,1,0,0,2,0,0,0,3,0,rr_6_1-12,Round 1,0,0,0,0,2020-12-08 15:43:37,0,0,0,0,0,0,1,cont_open_per2020_m_p100_0001,0,,,Lima Panamerican Open 2020,2020-12-06,cont_open_per2020,Lima,2020,Seniors,240,+100,7,2020/12/06,MARTIN Ruben,b3a51336,MARTIN,Ruben,v1677254377,SMITH III L.A.,5ec73f79,SMITH III,L.A.,v1682008310,United States of America,USA,57,United States of America,USA,57,/2022/01/,17861_1641816056.jpg,/2019/07/,9212_1563181922.jpg,,,https://www.judobase.org/files/persons//2022/01//17861_1641816056.jpg,https://www.judobase.org/files/persons//2019/07//9212_1563181922.jpg
2277,579567,65571,65484,65571,1,0,00:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,rr_6_1-12,Round 1,0,0,0,0,2022-05-11 13:18:06,0,0,0,0,0,0,1,cont_open_cmr2021_m_p100_0001,2,,,Yaounde African Open 2021,2021-11-06,cont_open_cmr2021,Yaounde,2021,Seniors,240,+100,7,2021/11/06,BIMAI BEND Brice Herman,327c6b49,BIMAI BEND,Brice Herman,v1699264965,NGUIMBOUS MAAH Emmanuel,ce664f88,NGUIMBOUS MAAH,Emmanuel,v1639133901,Cameroon,CMR,70,Cameroon,CMR,70,/2023/11/,65484_1699264963.jpg,/2021/11/,65571_1636361585.jpg,,African Open,https://www.judobase.org/files/persons//2023/11//65484_1699264963.jpg,https://www.judobase.org/files/persons//2021/11//65571_1636361585.jpg
2609,683494,68051,37516,37516,1,2,00:05:56,1,0,0,5,0,0,0,3,1,0,0,2,0,last8_rep_11_1-4,Quarter-Final,0,0,0,0,2023-06-11 10:44:41,0,0,0,0,0,0,1,cont_open_kgz2023_m_p100_0001,0,,,Bishkek Asian Open 2023,2023-06-10,cont_open_kgz2023,Bishkek,2023,Seniors,240,+100,7,2023/06/10,BEISKHANOV Daryn,bb8ac3d4,BEISKHANOV,Daryn,v1556266436,KHUDOYOROV Abdulloh,3f481e3c,KHUDOYOROV,Abdulloh,v1649077485,Kazakhstan,KAZ,14,Uzbekistan,UZB,17,/2019/04/,37516_1556266436.jpg,/2022/04/,68051_1649077483.jpg,,Asian Open,https://www.judobase.org/files/persons//2019/04//37516_1556266436.jpg,https://www.judobase.org/files/persons//2022/04//68051_1649077483.jpg
2262,576745,18760,20990,20990,1,2,00:04:45,,,,,0,0,0,3,0,0,0,1,0,double_rep_11_1-4,Quarter-Final,1634458297000,1634458305,1,0,2022-05-11 13:18:06,0,0,0,0,0,0,1,cont_cup_sen_cro2021_0001_m_p100_0001,1,,,Dubrovnik Senior European Cup 2021,2021-10-16,cont_cup_sen_cro2021,Dubrovnik,2021,Seniors,240,+100,7,2021/10/16,GREENIDGE Wesley,8eb243f5,GREENIDGE,Wesley,v1615195128,VUKIC Slobodan,365782dd,VUKIC,Slobodan,v1556110740,Great Britain,GBR,26,Montenegro,MNE,140,/2021/03/,20990_1615195126.jpg,/2019/04/,18760_1556110740.jpg,,Continental Cup,https://www.judobase.org/files/persons//2021/03//20990_1615195126.jpg,https://www.judobase.org/files/persons//2019/04//18760_1556110740.jpg
2282,582989,63839,30771,30771,1,3,00:04:00,0,1,0,2,0,0,0,2,0,1,0,0,0,last8_rep_19_1-8,Round 1,1644142737694,1644142743,0,0,2022-05-11 13:18:06,0,0,3,2,1,5,1,gs_fra2022_m_p100_0001,2,,,Paris Grand Slam 2022,2022-02-05,gs_fra2022,Paris,2022,Seniors,240,+100,7,2022/02/05,KAGEURA Kokoro,2bc4c87d,KAGEURA,Kokoro,v1563980350,FOFANA Moustapha,5824e668,FOFANA,Moustapha,v1669027935,Japan,JPN,13,Guinea,GUI,231,/2019/07/,30771_1563980350.jpg,/2022/11/,63839_1669027933.jpg,yt*qcZwPyBt3u0*00:00:11,Grand Slam,https://www.judobase.org/files/persons//2019/07//30771_1563980350.jpg,https://www.judobase.org/files/persons//2022/11//63839_1669027933.jpg
2288,612576,8303,14698,14698,1,3,00:03:07,1,0,0,3,0,0,0,2,1,0,0,1,0,last8_rep_19_1-8,Round 1,1654415999873,1654416010,0,0,2022-07-26 05:01:05,0,0,3,2,1,11,1,gs_geo2022_m_p100_0001,3,,,Tbilisi Grand Slam 2022,2022-06-03,gs_geo2022,Tbilisi,2022,Seniors,240,+100,7,2022/06/03,KHAMMO Yakiv,6b16bb47,KHAMMO,Yakiv,v1634233021,YERGALIYEV Yelaman,4d5fbd9f,YERGALIYEV,Yelaman,v1621592282,Ukraine,UKR,9,Kazakhstan,KAZ,14,/2019/08/,14698_1565029140.jpg,/2021/05/,8303_1621592281.jpg,yawebtv*QIAXYRSIaH*00:00:08,Grand Slam,https://www.judobase.org/files/persons//2019/08//14698_1565029140.jpg,https://www.judobase.org/files/persons//2021/05//8303_1621592281.jpg
2425,627794,64008,4846,4846,1,0,00:01:12,1,0,0,4,0,0,0,3,1,0,0,1,0,rr_11_1-16,Round 1,1659860936361,1659860937,0,0,2022-08-07 08:33:14,0,0,0,0,0,0,1,cont_cup_sen_lat2022_m_p100_0001,2,,,Riga Senior European Cup 2022,2022-08-06,cont_cup_sen_lat2022,Riga,2022,Seniors,240,+100,7,2022/08/06,RESKO Viktor,d41b6f2f,RESKO,Viktor,v1665389022,STRAZDINS Janis,e2b6a98c,STRAZDINS,Janis,v1675861534,Latvia,LAT,42,Latvia,LAT,42,/2022/07/,4846_1658302056.jpg,/2023/02/,64008_1675861531.jpg,,Continental Cup,https://www.judobase.org/files/persons//2022/07//4846_1658302056.jpg,https://www.judobase.org/files/persons//2023/02//64008_1675861531.jpg
2477,643614,71583,19915,71583,1,0,00:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,bestof1_1_1-2,Round 1,0,0,0,0,2022-11-05 14:56:31,0,0,0,0,0,0,1,eju_sst_sen_lux2022_m_p100_0001,1,,,European Judo Championships of the Small States 2022 Seniors,2022-11-05,eju_sst_sen_lux2022,Luxembourg,2022,Seniors,240,+100,7,2022/11/05,STEFANSSON Karl,86bc8e42,STEFANSSON,Karl,v1702290098,JOHANNESEN Edvard,586dced2,JOHANNESEN,Edvard,v1666252982,Iceland,ISL,40,Faroe Islands,FRO,298,/2023/12/,19915_1702290096.jpg,/2022/10/,71583_1666252979.jpg,,European Championships,https://www.judobase.org/files/persons//2023/12//19915_1702290096.jpg,https://www.judobase.org/files/persons//2022/10//71583_1666252979.jpg
2437,647816,50573,13510,13510,1,4,00:04:00,,,,,0,0,0,2,0,1,0,1,0,last8_rep_35_1-16,Round 1,1674986380000,1674986414,0,0,2023-03-01 07:01:02,0,0,3,2,1,32,1,gp_por2023_0001_m_p100_0001,2,,,Grand Prix Portugal 2023,2023-01-27,gp_por2023,Almada,2023,Seniors,240,+100,7,2023/01/27,SPIJKERS Jur,bb7ed899,SPIJKERS,Jur,v1563980984,RAHMON Mansur,4fda2386,RAHMON,Mansur,v1616329603,Netherlands,NED,28,Tajikistan,TJK,88,/2019/07/,13510_1563980984.jpg,/2021/03/,50573_1616329602.jpg,yawebtv*Y6gLWDx5Ev*00:00:13,Grand Prix,https://www.judobase.org/files/persons//2019/07//13510_1563980984.jpg,https://www.judobase.org/files/persons//2021/03//50573_1616329602.jpg
2630,679091,43661,59783,59783,1,2,00:01:08,,,,,0,0,0,1,0,2,0,1,0,small_4-1,Round 1,1685444686000,1685444717,0,0,2023-05-30 09:06:36,0,0,0,0,0,0,1,gsse_mlt2023_0001_m_p100_0001,1,,,XIXth Games of the Small States of Europe Malta 2023,2023-05-30,gsse_mlt2023,Pembroke,2023,Seniors,240,+100,7,2023/05/30,ANTONIOU Giannis,c3947933,ANTONIOU,Giannis,v1662017653,GADEAU Marvin,d58d5457,GADEAU,Marvin,v1702975907,Cyprus,CYP,30,Monaco,MON,135,/2020/01/,59783_1579604163.jpg,/2023/12/,43661_1702975905.jpg,,European Championships,https://www.judobase.org/files/persons//2020/01//59783_1579604163.jpg,https://www.judobase.org/files/persons//2023/12//43661_1702975905.jpg
2356,631513,69542,69541,69542,1,0,00:01:45,1,0,0,1,1,0,0,0,0,0,0,1,0,rr_6_1-12,Round 1,1662321909662,1662321920,0,0,2022-09-04 21:26:25,0,0,0,0,0,0,1,cont_open_pyf2022_m_p100_0001,1,,,Tahiti Oceania Open 2022,2022-09-03,cont_open_pyf2022,Tahiti,2022,Seniors,240,+100,7,2022/09/03,SOUILLARD Alexandre,adb6f1a9,SOUILLARD,Alexandre,v1655721972,TEVAEARAI Samasona,9df39c68,TEVAEARAI,Samasona,v1655721954,French Polynesia,PYF,264,French Polynesia,PYF,264,/2022/06/,69541_1655721970.jpg,/2022/06/,69542_1655721952.jpg,,Oceanian Open,https://www.judobase.org/files/persons//2022/06//69541_1655721970.jpg,https://www.judobase.org/files/persons//2022/06//69542_1655721952.jpg
2232,550869,25286,57010,57010,1,3,00:01:01,1,0,0,0,0,0,0,0,1,0,0,0,0,small_6_1,Round 1,0,0,0,0,2021-04-19 06:54:53,0,0,0,0,0,0,1,cont_open_mex2021_m_p100_0001,0,,,Guadalajara Panamerican Open 2021,2021-04-17,cont_open_mex2021,Guadalajara,2021,Seniors,240,+100,7,2021/04/17,KONOVAL Christian,22b4e884,KONOVAL,Christian,v1672865288,WAISOME AROSEMENA Quibian,ed42548a,WAISOME AROSEMENA,Quibian,v1617697184,United States of America,USA,57,Panama,PAN,260,/2023/01/,57010_1672865287.jpg,/2021/04/,25286_1617697182.jpg,,,https://www.judobase.org/files/persons//2023/01//57010_1672865287.jpg,https://www.judobase.org/files/persons//2021/04//25286_1617697182.jpg
2241,551604,25286,31444,31444,1,3,00:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,small_6_1,Round 1,0,0,0,0,2022-05-11 13:18:06,0,0,0,0,0,0,1,cont_open_dom2021_m_p100_0001,2,,,Punta Cana Panamerican Open 2021,2021-04-24,cont_open_dom2021,Punta Cana,2021,Seniors,240,+100,7,2021/04/24,SANTANA Luis,4849af12,SANTANA,Luis,v1616654959,WAISOME AROSEMENA Quibian,ed42548a,WAISOME AROSEMENA,Quibian,v1617697184,Dominican Republic,DOM,95,Panama,PAN,260,/2021/03/,31444_1616654957.jpg,/2021/04/,25286_1617697182.jpg,,,https://www.judobase.org/files/persons//2021/03//31444_1616654957.jpg,https://www.judobase.org/files/persons//2021/04//25286_1617697182.jpg
2231,554073,12236,40320,12236,1,0,00:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,rr_6_1-12,Round 1,0,0,0,0,2022-05-11 13:18:06,0,0,0,0,0,0,1,cont_open_per2021_m_p100_0001,1,,,Lima Panamerican Open 2021,2021-05-15,cont_open_per2021,Lima,2021,Seniors,240,+100,7,2021/05/15,SILVA Omar,3457c7c7,SILVA,Omar,v1631302646,FIGUEROA Freddy,c8b48314,FIGUEROA,Freddy,v1562955984,Mexico,MEX,93,Ecuador,ECU,92,/2021/09/,40320_1631302646.jpg,/2019/07/,12236_1562955984.jpg,,,https://www.judobase.org/files/persons//2021/09//40320_1631302646.jpg,https://www.judobase.org/files/persons//2019/07//12236_1562955984.jpg
2242,555687,12236,40320,12236,1,0,00:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,rr_6_1-12,Round 1,0,0,0,0,2022-05-11 13:18:06,0,0,0,0,0,0,1,cont_open_ecu2021_m_p100_0001,1,,,Guayaquil Panamerican Open 2021,2021-05-22,cont_open_ecu2021,Guayaquil,2021,Seniors,240,+100,7,2021/05/22,SILVA Omar,3457c7c7,SILVA,Omar,v1631302646,FIGUEROA Freddy,c8b48314,FIGUEROA,Freddy,v1562955984,Mexico,MEX,93,Ecuador,ECU,92,/2021/09/,40320_1631302646.jpg,/2019/07/,12236_1562955984.jpg,,,https://www.judobase.org/files/persons//2021/09//40320_1631302646.jpg,https://www.judobase.org/files/persons//2019/07//12236_1562955984.jpg
2365,619439,12236,55707,12236,1,0,00:03:06,1,0,0,0,1,0,0,0,0,0,0,0,0,rr_6_1-12,Round 1,1657463458427,1657463477,0,0,2022-07-10 16:17:57,0,0,0,0,0,0,1,cont_open_ecu2022_m_p100_0001,1,,,Guayaquil Panamerican Open 2022,2022-07-09,cont_open_ecu2022,Guayaquil,2022,Seniors,240,+100,7,2022/07/09,BARAHONA Erick,e6b83197,BARAHONA,Erick,v1562148120,FIGUEROA Freddy,c8b48314,FIGUEROA,Freddy,v1562955984,Ecuador,ECU,92,Ecuador,ECU,92,/2019/07/,55707_1562148119.jpg,/2019/07/,12236_1562955984.jpg,,,https://www.judobase.org/files/persons//2019/07//55707_1562148119.jpg,https://www.judobase.org/files/persons//2019/07//12236_1562955984.jpg
2367,635737,32998,39543,39543,1,1,00:01:46,1,0,0,5,0,0,0,3,1,0,0,2,0,small_4_1-2,Semi-Final,1663514840516,1663514848,1,0,2022-09-18 17:17:52,0,0,0,0,0,0,1,cont_open_per2022_m_p100_0001,2,,,Lima Panamerican Open 2022,2022-09-17,cont_open_per2022,Lima,2022,Seniors,240,+100,7,2022/09/17,DEL SOL Sergio,7ade4ca3,DEL SOL,Sergio,v1691299028,BURGOS Alejo,f37f1b2d,BURGOS,Alejo,v1620502639,Mexico,MEX,93,Argentina,ARG,77,/2020/02/,39543_1580729365.jpg,/2020/02/,32998_1582123310.jpg,,,https://www.judobase.org/files/persons//2020/02//39543_1580729365.jpg,https://www.judobase.org/files/persons//2020/02//32998_1582123310.jpg
2460,643120,43434,45123,43434,1,1,00:02:12,1,0,0,4,1,0,0,1,0,0,0,3,0,small_4_1-2,Semi-Final,1667743717008,1667743732,0,0,2022-11-06 14:25:07,0,0,0,0,0,0,1,cont_open_arg2022_m_p100_0001,1,,,Panamerican Open Cordoba 2022,2022-11-05,cont_open_arg2022,Cordoba,2022,Seniors,240,+100,7,2022/11/05,AMEZQUITA Luis,85433837,AMEZQUITA,Luis,v1659018843,ALARCON Oscar,8a4a3def,ALARCON,Oscar,v1667767210,Venezuela,VEN,109,Chile,CHI,96,/2022/07/,45123_1659018841.jpg,/2018/05/,43434_1526307189.jpg,,,https://www.judobase.org/files/persons//2022/07//45123_1659018841.jpg,https://www.judobase.org/files/persons//2018/05//43434_1526307189.jpg
2529,680546,67470,2618,2618,1,1,00:03:15,1,1,0,2,0,0,0,1,1,1,0,1,0,small_4_1-2,Semi-Final,1685891624989,1685891637,0,0,2023-06-04 15:15:23,0,0,0,0,0,0,1,cont_open_chi2023_m_p100_0001,1,,,Santiago Panamerican Open 2023,2023-06-03,cont_open_chi2023,Santiago de Chile,2023,Seniors,240,+100,7,2023/06/03,SILVA Rafael,bc2c24c3,SILVA,Rafael,v1628009494,URRA Patricio,2611bb9b,URRA,Patricio,v1692031995,Brazil,BRA,49,Chile,CHI,96,/2019/12/,2618_1577718831.jpg,/2023/08/,67470_1692031995.jpg,,,https://www.judobase.org/files/persons//2019/12//2618_1577718831.jpg,https://www.judobase.org/files/persons//2023/08//67470_1692031995.jpg
2521,682345,76450,12236,12236,1,0,00:05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,bestof1_1_1-2,Round 1,0,0,0,0,2023-06-12 09:22:24,0,0,0,0,0,0,1,cont_open_arg2023_m_p100_0001,1,,,Cordoba Panamerican Open 2023,2023-06-10,cont_open_arg2023,Cordoba,2023,Seniors,240,+100,7,2023/06/10,FIGUEROA Freddy,c8b48314,FIGUEROA,Freddy,v1562955984,FERRARIO Hugo,ab1b8496,FERRARIO,Hugo,v1685967121,Ecuador,ECU,92,Argentina,ARG,77,/2019/07/,12236_1562955984.jpg,/2023/06/,76450_1685967119.jpg,,,https://www.judobase.org/files/persons//2019/07//12236_1562955984.jpg,https://www.judobase.org/files/persons//2023/06//76450_1685967119.jpg
2524,687793,10710,63839,10710,1,1,00:02:15,1,0,0,1,1,0,0,0,0,0,0,1,0,small_4_1-2,Semi-Final,1687681076614,1687681107,0,0,2023-06-25 08:21:13,0,0,0,0,0,0,1,cont_open_nig2023_m_p100_0001,1,,,Niamey African Open 2023,2023-06-24,cont_open_nig2023,Niamey,2023,Seniors,240,+100,7,2023/06/24,FOFANA Moustapha,5824e668,FOFANA,Moustapha,v1669027935,NDIAYE Mbagnick,4c85fc62,NDIAYE,Mbagnick,v1616780414,Guinea,GUI,231,Senegal,SEN,78,/2022/11/,63839_1669027933.jpg,/2019/08/,10710_1565029233.jpg,,African Open,https://www.judobase.org/files/persons//2022/11//63839_1669027933.jpg,https://www.judobase.org/files/persons//2019/08//10710_1565029233.jpg
2681,689920,73657,50071,50071,1,1,00:02:24,1,0,0,1,0,0,0,0,1,0,0,1,0,small_4_1-2,Semi-Final,1688641263066,1688641293,0,0,2023-07-06 11:06:18,0,0,0,0,0,0,1,arabgames_alg2023_m_p100_0001,1,,,Arab Games 2023,2023-07-05,arabgames_alg2023,Algiers,2023,Seniors,240,+100,7,2023/07/05,LAHBOUB Mohammed,33a48927,LAHBOUB,Mohammed,v1659999323,ABDULRAHMAN Mansour,7baadde9,ABDULRAHMAN,Mansour,v1689788641,Morocco,MAR,60,United Arab Emirates,UAE,155,/2022/08/,50071_1659999323.jpg,/2023/04/,73657_1680469363.jpg,,Other events,https://www.judobase.org/files/persons//2022/08//50071_1659999323.jpg,https://www.judobase.org/files/persons//2023/04//73657_1680469363.jpg
2534,715746,71801,10710,10710,1,1,00:01:31,,,,,0,0,0,1,1,0,0,0,0,small_4_2_1-2,Semi-Final,1699794399000,1699794418,0,0,2023-11-14 13:51:09,0,0,0,0,0,0,1,cont_open_sen2023_0001_m_p100_0001,1,,,Dakar African Open 2023,2023-11-11,cont_open_sen2023,Dakar,2023,Seniors,240,+100,7,2023/11/11,NDIAYE Mbagnick,4c85fc62,NDIAYE,Mbagnick,v1616780414,KASHAMA Enock,56f5492c,KASHAMA,Enock,v1667829075,Senegal,SEN,78,Democratic Republic of the Congo,COD,153,/2019/08/,10710_1565029233.jpg,/2022/11/,71801_1667829072.jpg,yawebtv*ENjrBSLNhQ*00:00:06,African Open,https://www.judobase.org/files/persons//2019/08//10710_1565029233.jpg,https://www.judobase.org/files/persons//2022/11//71801_1667829072.jpg
2535,724013,42146,10710,10710,1,2,00:02:46,,,,,0,0,0,3,1,0,0,0,0,last8_rep_11_1-4,Quarter-Final,1700396362000,1700396378,0,0,2023-11-19 11:23:44,0,0,0,0,0,0,1,cont_open_cmr2023_0001_m_p100_0001,1,,,Yaounde African Open 2023,2023-11-18,cont_open_cmr2023,Yaounde,2023,Seniors,240,+100,7,2023/11/18,NDIAYE Mbagnick,4c85fc62,NDIAYE,Mbagnick,v1616780414,MBIAMOU MBUTCHA Aim Berenger,864e81e3,MBIAMOU MBUTCHA,Aim Berenger,v1521457311,Senegal,SEN,78,Cameroon,CMR,70,/2019/08/,10710_1565029233.jpg,/2018/03/,42146_1521457311.jpg,yawebtv*XNL780ABJL*00:00:06,African Open,https://www.judobase.org/files/persons//2019/08//10710_1565029233.jpg,https://www.judobase.org/files/persons//2018/03//42146_1521457311.jpg
