,id_person_blue,id_person_white,id_winner,competition_date
954,49726,29952,29952,2022-09-03
955,3364,38194,38194,2022-09-03
956,3364,29719,3364,2022-09-03
957,49726,19799,49726,2022-09-03
958,38194,29952,38194,2022-09-03
960,7565,69543,7565,2022-09-03
961,7565,12863,12863,2022-09-03
948,29952,31629,29952,2022-09-03
908,4333,3283,3283,2022-09-10
909,22683,25741,25741,2022-09-10
910,22972,3528,3528,2022-09-10
913,22972,22683,22972,2022-09-10
912,3283,10699,10699,2022-09-10
907,10699,22867,10699,2022-09-10
911,20237,19292,19292,2022-09-10
906,42860,20237,20237,2022-09-10
899,42860,37998,42860,2022-09-10
904,22972,18716,22972,2022-09-10
903,49222,3528,3528,2022-09-10
901,20999,25741,25741,2022-09-10
900,13369,10699,10699,2022-09-10
898,39933,22972,22972,2022-09-10
897,61403,20999,20999,2022-09-10
914,3283,20237,3283,2022-09-10
905,47917,19292,19292,2022-09-10
915,3528,25741,25741,2022-09-10
902,7924,22683,22683,2022-09-10
917,19292,22972,19292,2022-09-10
933,26040,41582,26040,2022-09-10
932,25572,14836,25572,2022-09-10
931,36818,10231,10231,2022-09-10
930,26040,36818,26040,2022-09-10
929,41582,25572,41582,2022-09-10
916,10699,19292,10699,2022-09-10
928,14836,65958,14836,2022-09-10
926,26040,14836,26040,2022-09-10
927,31548,10231,10231,2022-09-10
924,31548,41582,41582,2022-09-10
923,25572,10231,25572,2022-09-10
922,45901,26040,26040,2022-09-10
921,45879,65958,65958,2022-09-10
920,63486,25572,25572,2022-09-10
919,10699,25741,25741,2022-09-10
918,3528,3283,3283,2022-09-10
925,65958,36818,36818,2022-09-10
890,67318,14836,14836,2022-09-17
888,26040,41582,26040,2022-09-17
889,32946,25315,25315,2022-09-17
892,26040,10231,10231,2022-09-17
891,67318,32946,32946,2022-09-17
894,14836,41582,41582,2022-09-17
895,26040,32946,26040,2022-09-17
896,25315,10231,10231,2022-09-17
893,14836,25315,25315,2022-09-17
880,25572,41582,25572,2022-09-24
877,70886,25315,25315,2022-09-24
878,59452,26040,26040,2022-09-24
879,32946,36818,32946,2022-09-24
881,59452,70886,59452,2022-09-24
883,26040,25315,26040,2022-09-24
884,25572,32946,32946,2022-09-24
885,25572,59452,59452,2022-09-24
886,25315,36818,36818,2022-09-24
887,32946,26040,26040,2022-09-24
882,41582,36818,36818,2022-09-24
864,25679,37687,25679,2022-10-01
865,66555,9730,9730,2022-10-01
863,8374,30571,8374,2022-10-01
866,36121,30182,36121,2022-10-01
861,66555,39036,66555,2022-10-01
860,7565,25679,25679,2022-10-01
859,37766,37687,37687,2022-10-01
862,36121,12990,36121,2022-10-01
867,30571,61167,30571,2022-10-01
858,61167,8374,8374,2022-10-01
869,30182,12990,12990,2022-10-01
870,25679,8374,8374,2022-10-01
871,36121,9730,36121,2022-10-01
872,37687,30571,30571,2022-10-01
873,12990,66555,12990,2022-10-01
874,9730,30571,30571,2022-10-01
875,25679,12990,25679,2022-10-01
876,36121,8374,36121,2022-10-01
868,37687,7565,37687,2022-10-01
827,45440,9718,45440,2022-10-06
828,11254,43154,11254,2022-10-06
829,20673,38158,38158,2022-10-06
833,1094,801,801,2022-10-06
831,1220,36058,36058,2022-10-06
832,16577,25917,16577,2022-10-06
826,30734,26036,30734,2022-10-06
830,43660,29952,29952,2022-10-06
825,38194,25741,25741,2022-10-06
820,14320,1094,1094,2022-10-06
823,65194,9396,9396,2022-10-06
822,70512,22867,70512,2022-10-06
821,21796,22682,22682,2022-10-06
819,1220,12202,1220,2022-10-06
818,43660,17217,43660,2022-10-06
817,18716,20673,20673,2022-10-06
816,11254,10361,11254,2022-10-06
815,9728,30734,30734,2022-10-06
814,28254,19292,28254,2022-10-06
824,14395,28254,14395,2022-10-06
835,22682,9286,9286,2022-10-06
834,9212,38880,38880,2022-10-06
837,70512,9520,9520,2022-10-06
857,38880,11254,38880,2022-10-06
856,25741,9520,25741,2022-10-06
855,9286,38158,9286,2022-10-06
836,11829,2539,11829,2022-10-06
853,11254,25741,11254,2022-10-06
852,9520,36058,9520,2022-10-06
851,38158,9396,38158,2022-10-06
850,9520,9286,9286,2022-10-06
849,38880,36058,38880,2022-10-06
848,38158,11254,11254,2022-10-06
854,9286,38880,38880,2022-10-06
846,29719,9520,9520,2022-10-06
845,11829,9286,9286,2022-10-06
844,38880,801,38880,2022-10-06
843,16577,36058,36058,2022-10-06
842,29952,38158,38158,2022-10-06
841,11254,45440,11254,2022-10-06
840,30734,25741,25741,2022-10-06
839,14395,9396,9396,2022-10-06
838,45005,29719,29719,2022-10-06
847,25741,9396,25741,2022-10-06
797,18665,21112,18665,2022-10-15
796,50071,13613,13613,2022-10-15
795,42075,7924,42075,2022-10-15
794,40011,23283,40011,2022-10-15
793,49875,43348,49875,2022-10-15
788,50071,7565,50071,2022-10-15
791,37690,13369,37690,2022-10-15
790,4595,18665,18665,2022-10-15
786,47917,18665,18665,2022-10-15
787,40011,59668,40011,2022-10-15
798,7855,37690,7855,2022-10-15
792,23835,7855,7855,2022-10-15
799,40011,49875,40011,2022-10-15
789,21112,37917,21112,2022-10-15
801,4595,47917,47917,2022-10-15
813,42075,18665,18665,2022-10-15
812,7855,49875,7855,2022-10-15
811,40011,23835,40011,2022-10-15
810,7924,49875,49875,2022-10-15
809,23835,21112,23835,2022-10-15
808,42075,40011,42075,2022-10-15
800,13613,42075,42075,2022-10-15
806,13613,7924,7924,2022-10-15
802,23283,59668,59668,2022-10-15
803,21112,47917,21112,2022-10-15
807,7855,18665,18665,2022-10-15
805,49875,59668,49875,2022-10-15
804,37690,23835,23835,2022-10-15
765,25917,19292,19292,2022-10-21
764,30499,25359,25359,2022-10-21
763,26040,11254,11254,2022-10-21
762,26363,22682,22682,2022-10-21
761,61033,20,20,2022-10-21
760,65194,14395,65194,2022-10-21
759,10231,20477,10231,2022-10-21
758,44974,3283,3283,2022-10-21
757,18716,1220,1220,2022-10-21
766,30734,45536,30734,2022-10-21
754,42006,23283,42006,2022-10-21
753,21796,49726,21796,2022-10-21
752,20999,70512,70512,2022-10-21
751,8973,36058,36058,2022-10-21
750,26036,14395,14395,2022-10-21
749,37529,39933,39933,2022-10-21
756,29952,8374,29952,2022-10-21
755,39933,16577,16577,2022-10-21
767,70512,36058,36058,2022-10-21
769,29952,16577,16577,2022-10-21
785,11254,16577,11254,2022-10-21
784,36058,20,36058,2022-10-21
783,65194,1220,1220,2022-10-21
782,11254,65194,11254,2022-10-21
781,16577,36058,16577,2022-10-21
768,42006,21796,21796,2022-10-21
779,1220,21796,1220,2022-10-21
778,30734,11254,11254,2022-10-21
780,30734,20,20,2022-10-21
776,1220,16577,16577,2022-10-21
775,21796,36058,36058,2022-10-21
774,30734,19292,30734,2022-10-21
773,25359,11254,11254,2022-10-21
772,22682,20,20,2022-10-21
770,3283,1220,1220,2022-10-21
777,20,65194,65194,2022-10-21
771,65194,10231,65194,2022-10-21
742,7565,34359,34359,2022-10-29
737,34359,71394,34359,2022-10-29
738,34359,44974,44974,2022-10-29
739,55961,7565,55961,2022-10-29
740,30499,12863,12863,2022-10-29
741,9730,20999,20999,2022-10-29
743,9730,30499,9730,2022-10-29
745,20999,12863,20999,2022-10-29
746,12863,34359,12863,2022-10-29
747,55961,9730,9730,2022-10-29
748,20999,44974,20999,2022-10-29
744,55961,44974,44974,2022-10-29
717,8374,49397,8374,2022-11-04
716,7855,19292,19292,2022-11-04
715,18716,29952,29952,2022-11-04
713,29719,60139,29719,2022-11-04
712,14395,38194,38194,2022-11-04
711,25359,30499,25359,2022-11-04
710,63310,38158,38158,2022-11-04
708,10361,1220,1220,2022-11-04
718,20237,14320,20237,2022-11-04
707,45440,47503,45440,2022-11-04
706,31298,16577,31298,2022-11-04
705,25829,39933,39933,2022-11-04
704,1094,20,1094,2022-11-04
703,49222,20237,20237,2022-11-04
702,14320,9396,14320,2022-11-04
709,22132,21796,21796,2022-11-04
719,39933,1094,39933,2022-11-04
714,10231,25741,25741,2022-11-04
721,21796,1220,1220,2022-11-04
720,45440,31298,31298,2022-11-04
735,39933,8374,39933,2022-11-04
734,29719,20237,20237,2022-11-04
733,25741,29719,25741,2022-11-04
732,1220,39933,1220,2022-11-04
731,8374,25359,8374,2022-11-04
730,31298,20237,20237,2022-11-04
736,25741,1220,25741,2022-11-04
728,29719,25359,29719,2022-11-04
727,1220,31298,1220,2022-11-04
726,39933,20237,39933,2022-11-04
725,8374,19292,8374,2022-11-04
724,29952,25741,25741,2022-11-04
723,29719,38194,29719,2022-11-04
722,25359,38158,25359,2022-11-04
729,8374,25741,25741,2022-11-04
695,33150,4333,33150,2022-11-05
696,47240,32946,32946,2022-11-05
697,47240,4333,47240,2022-11-05
698,32946,33150,32946,2022-11-05
700,35700,9730,9730,2022-11-05
701,35700,9730,9730,2022-11-05
699,35700,9730,35700,2022-11-05
694,12202,12615,12202,2022-11-12
693,42276,50071,50071,2022-11-12
692,12615,27897,12615,2022-11-12
691,12615,50071,12615,2022-11-12
690,42276,12202,12202,2022-11-12
689,27897,50071,50071,2022-11-12
685,62526,12202,12202,2022-11-20
686,71868,62524,71868,2022-11-20
688,71868,12202,12202,2022-11-20
687,62524,62526,62526,2022-11-20
684,21760,1094,1094,2022-11-26
683,39036,2141,2141,2022-11-26
682,25679,51306,25679,2022-11-26
681,21760,25679,21760,2022-11-26
680,39036,1094,1094,2022-11-26
679,2141,21760,21760,2022-11-26
678,51306,39036,39036,2022-11-26
660,71855,37529,71855,2022-12-03
661,39933,17383,39933,2022-12-03
659,22972,11254,22972,2022-12-03
658,43660,52466,43660,2022-12-03
657,9728,18665,9728,2022-12-03
656,61403,44974,44974,2022-12-03
652,1033,71855,71855,2022-12-03
654,12863,14950,14950,2022-12-03
653,39933,9730,39933,2022-12-03
662,14950,65194,65194,2022-12-03
651,37529,20673,37529,2022-12-03
650,22972,25546,22972,2022-12-03
655,41398,69034,69034,2022-12-03
663,69034,11829,69034,2022-12-03
664,44974,70512,44974,2022-12-03
665,9728,28254,28254,2022-12-03
677,28254,39933,39933,2022-12-03
676,71855,30734,71855,2022-12-03
675,69034,22972,69034,2022-12-03
673,39933,71855,39933,2022-12-03
672,30734,44974,30734,2022-12-03
674,28254,69034,28254,2022-12-03
670,30734,28254,28254,2022-12-03
669,44974,69034,69034,2022-12-03
668,65194,39933,39933,2022-12-03
667,71855,22972,71855,2022-12-03
666,43660,30734,30734,2022-12-03
671,65194,22972,22972,2022-12-03
625,14395,9520,9520,2022-12-20
630,801,11829,801,2022-12-20
629,25359,11254,11254,2022-12-20
628,29952,19292,19292,2022-12-20
627,16577,36058,16577,2022-12-20
626,65194,17383,65194,2022-12-20
624,49726,39933,39933,2022-12-20
631,28254,9286,9286,2022-12-20
622,30734,9718,9718,2022-12-20
621,20,14320,20,2022-12-20
620,29719,38158,38158,2022-12-20
619,70512,1094,70512,2022-12-20
618,20477,38880,38880,2022-12-20
617,38194,28254,28254,2022-12-20
623,1220,21796,21796,2022-12-20
632,70512,38880,70512,2022-12-20
642,11254,19292,19292,2022-12-20
634,21796,9718,9718,2022-12-20
633,20,38158,38158,2022-12-20
649,19292,38158,38158,2022-12-20
648,70512,25741,25741,2022-12-20
647,9520,9718,9718,2022-12-20
646,19292,9520,19292,2022-12-20
644,11254,25741,25741,2022-12-20
643,9718,9286,9718,2022-12-20
645,38158,70512,38158,2022-12-20
641,9520,25741,9520,2022-12-20
640,9718,38158,38158,2022-12-20
639,70512,9286,70512,2022-12-20
638,801,11254,11254,2022-12-20
637,19292,16577,19292,2022-12-20
636,65194,9520,9520,2022-12-20
635,39933,25741,25741,2022-12-20
2731,21760,65194,65194,2023-01-27
2736,3283,60992,60992,2023-01-27
2735,9728,19292,19292,2023-01-27
2734,37998,7530,7530,2023-01-27
2733,10361,45440,10361,2023-01-27
2732,613,14950,613,2023-01-27
2737,68758,21796,68758,2023-01-27
2730,18665,22972,18665,2023-01-27
2722,41398,7530,7530,2023-01-27
2728,17217,7855,7855,2023-01-27
2727,21357,38158,38158,2023-01-27
2726,9394,20988,9394,2023-01-27
2725,12615,24611,24611,2023-01-27
2724,46961,68758,68758,2023-01-27
2723,60992,26312,60992,2023-01-27
2721,20999,10361,10361,2023-01-27
2738,12202,8973,8973,2023-01-27
2729,8374,1094,8374,2023-01-27
2739,24611,29719,29719,2023-01-27
2720,47669,8374,8374,2023-01-27
2741,14395,30734,14395,2023-01-27
2759,29719,8374,29719,2023-01-27
2758,29719,68758,68758,2023-01-27
2757,613,38158,38158,2023-01-27
2756,14395,60992,14395,2023-01-27
2755,10361,8374,8374,2023-01-27
2754,14395,29719,29719,2023-01-27
2753,68758,60992,68758,2023-01-27
2752,10361,613,613,2023-01-27
2740,22867,22682,22682,2023-01-27
2751,8374,38158,38158,2023-01-27
2749,22682,29719,29719,2023-01-27
2748,8973,68758,68758,2023-01-27
2747,60992,19292,60992,2023-01-27
2746,7530,10361,10361,2023-01-27
2745,613,65194,613,2023-01-27
2744,18665,8374,8374,2023-01-27
2743,7855,38158,38158,2023-01-27
2742,25461,9394,9394,2023-01-27
2750,9394,14395,14395,2023-01-27
2760,613,14395,613,2023-01-27
2761,68758,38158,38158,2023-01-27
2682,49726,16118,49726,2023-02-04
2698,9728,8973,8973,2023-02-04
2697,20999,36058,36058,2023-02-04
2696,8374,29719,29719,2023-02-04
2694,37529,29952,29952,2023-02-04
2693,22683,25741,25741,2023-02-04
2692,21796,12615,21796,2023-02-04
2691,37690,9718,9718,2023-02-04
2690,30734,49726,49726,2023-02-04
2689,613,9520,9520,2023-02-04
2688,11384,22972,22972,2023-02-04
2687,19799,11829,11829,2023-02-04
2686,41398,45440,45440,2023-02-04
2685,14950,9286,9286,2023-02-04
2684,32946,10231,10231,2023-02-04
2683,70512,20237,70512,2023-02-04
2681,613,26312,613,2023-02-04
2680,12202,19799,19799,2023-02-04
2699,25679,38880,38880,2023-02-04
2700,10231,7530,7530,2023-02-04
2695,70512,801,70512,2023-02-04
2702,22972,11829,22972,2023-02-04
2719,70512,9286,9286,2023-02-04
2718,9520,25741,25741,2023-02-04
2717,36058,9718,9718,2023-02-04
2701,45440,9286,9286,2023-02-04
2715,9520,9286,9286,2023-02-04
2714,38880,25741,25741,2023-02-04
2713,9718,22972,9718,2023-02-04
2712,38880,36058,36058,2023-02-04
2711,70512,25741,70512,2023-02-04
2716,36058,70512,70512,2023-02-04
2709,22972,9286,9286,2023-02-04
2708,7530,38880,38880,2023-02-04
2707,8973,36058,36058,2023-02-04
2706,29719,70512,70512,2023-02-04
2705,29952,25741,25741,2023-02-04
2704,21796,9718,9718,2023-02-04
2703,49726,9520,9520,2023-02-04
2710,9718,9520,9520,2023-02-04
2662,25829,26312,25829,2023-02-11
2661,30236,14320,14320,2023-02-11
2660,61403,52539,52539,2023-02-11
2659,40011,30571,30571,2023-02-11
2658,51306,50548,50548,2023-02-11
2668,52539,20988,20988,2023-02-11
2656,36121,21760,36121,2023-02-11
2655,71905,25829,25829,2023-02-11
2666,50548,61003,61003,2023-02-11
2663,36121,18716,36121,2023-02-11
2657,37767,43348,43348,2023-02-11
2664,43348,22683,22683,2023-02-11
2667,30571,22867,22867,2023-02-11
2669,25829,14320,14320,2023-02-11
2665,7924,44974,7924,2023-02-11
2679,20988,36121,36121,2023-02-11
2678,14320,22867,14320,2023-02-11
2676,20988,61003,20988,2023-02-11
2675,36121,14320,36121,2023-02-11
2677,61003,22683,61003,2023-02-11
2673,22683,25829,22683,2023-02-11
2672,20988,22867,20988,2023-02-11
2671,61003,7924,61003,2023-02-11
2670,22683,36121,36121,2023-02-11
2674,22867,7924,22867,2023-02-11
2633,21760,65194,65194,2023-02-16
2636,22867,9286,9286,2023-02-16
2635,20988,36121,20988,2023-02-16
2634,39933,61403,39933,2023-02-16
2632,26040,19292,26040,2023-02-16
2626,22867,46694,22867,2023-02-16
2630,1094,19799,1094,2023-02-16
2629,29952,38194,38194,2023-02-16
2628,24611,29719,24611,2023-02-16
2627,8374,801,801,2023-02-16
2637,24611,801,24611,2023-02-16
2631,10231,11829,11829,2023-02-16
2638,38194,9396,9396,2023-02-16
2650,9718,9286,9286,2023-02-16
2640,11829,25741,25741,2023-02-16
2639,1094,9718,9718,2023-02-16
2653,9718,11254,11254,2023-02-16
2651,39933,25741,25741,2023-02-16
2654,25741,9286,25741,2023-02-16
2649,11254,65194,11254,2023-02-16
2648,9396,24611,24611,2023-02-16
2652,39933,24611,24611,2023-02-16
2646,65194,25741,25741,2023-02-16
2645,9718,9396,9718,2023-02-16
2644,24611,9286,9286,2023-02-16
2643,20988,11254,11254,2023-02-16
2641,65194,26040,65194,2023-02-16
2642,39933,36058,39933,2023-02-16
2647,11254,39933,39933,2023-02-16
2610,7855,43154,7855,2023-02-25
2609,66555,18716,18716,2023-02-25
2608,45137,46694,46694,2023-02-25
2605,32755,61403,61403,2023-02-25
2606,43348,37634,37634,2023-02-25
2604,61033,7855,7855,2023-02-25
2603,37917,45137,45137,2023-02-25
2612,61403,25829,25829,2023-02-25
2607,30571,14320,14320,2023-02-25
2613,13685,44974,44974,2023-02-25
2611,44009,20673,20673,2023-02-25
2615,46694,14320,14320,2023-02-25
2614,37634,50526,37634,2023-02-25
2625,44974,14320,44974,2023-02-25
2623,20673,46694,46694,2023-02-25
2622,44974,20673,44974,2023-02-25
2621,7855,14320,14320,2023-02-25
2624,7855,25829,7855,2023-02-25
2619,18716,46694,46694,2023-02-25
2618,37634,44974,44974,2023-02-25
2617,25829,20673,20673,2023-02-25
2616,7855,18716,7855,2023-02-25
2620,37634,25829,25829,2023-02-25
2572,25359,8973,25359,2023-03-03
2579,71855,20477,71855,2023-03-03
2578,14758,30734,30734,2023-03-03
2577,24611,801,801,2023-03-03
2575,8374,70512,70512,2023-03-03
2574,22682,14320,22682,2023-03-03
2573,37529,38880,37529,2023-03-03
2571,71855,18716,71855,2023-03-03
2565,61403,22682,22682,2023-03-03
2569,16118,30734,30734,2023-03-03
2568,24611,39050,24611,2023-03-03
2567,51975,7530,7530,2023-03-03
2566,69034,8374,8374,2023-03-03
2564,14320,1094,14320,2023-03-03
2563,37529,20237,37529,2023-03-03
2580,25359,29719,29719,2023-03-03
2570,14758,30571,14758,2023-03-03
2581,22682,37529,22682,2023-03-03
2576,7530,38194,38194,2023-03-03
2583,30734,801,801,2023-03-03
2582,38194,70512,70512,2023-03-03
2600,23283,17595,17595,2023-03-03
2599,31459,23283,31459,2023-03-03
2598,73661,65407,73661,2023-03-03
2597,2789,73659,2789,2023-03-03
2596,73660,17595,17595,2023-03-03
2595,31459,2789,31459,2023-03-03
2594,73659,23283,23283,2023-03-03
2593,73660,73661,73661,2023-03-03
2601,65407,2789,65407,2023-03-03
2591,801,22682,801,2023-03-03
2590,70512,30734,70512,2023-03-03
2589,71855,38194,71855,2023-03-03
2588,71855,801,801,2023-03-03
2602,31459,73661,73661,2023-03-03
2587,70512,22682,22682,2023-03-03
2586,29719,30734,30734,2023-03-03
2585,38194,37529,38194,2023-03-03
2584,29719,71855,71855,2023-03-03
2592,17595,65407,65407,2023-03-03
2531,65407,12615,65407,2023-03-11
2532,12615,50770,50770,2023-03-11
2533,9730,73448,9730,2023-03-11
2537,43348,37634,37634,2023-03-11
2535,30181,25679,30181,2023-03-11
2536,61403,18665,18665,2023-03-11
2530,73004,9730,73004,2023-03-11
2534,65407,73004,73004,2023-03-11
2529,32060,73448,73448,2023-03-11
2524,17984,9730,9730,2023-03-11
2527,32060,65407,65407,2023-03-11
2526,73448,12615,12615,2023-03-11
2525,50770,73004,73004,2023-03-11
2523,32060,31459,32060,2023-03-11
2522,56306,65407,65407,2023-03-11
2521,53624,73448,73448,2023-03-11
2520,73004,21760,73004,2023-03-11
2519,70201,17984,17984,2023-03-11
2538,31298,7924,31298,2023-03-11
2528,50770,17984,50770,2023-03-11
2539,21357,32755,21357,2023-03-11
2542,36421,18923,36421,2023-03-11
2541,13685,68497,13685,2023-03-11
2562,20988,65194,65194,2023-03-11
2561,19799,20673,19799,2023-03-11
2560,22867,18665,22867,2023-03-11
2540,50541,39036,50541,2023-03-11
2558,19799,65194,65194,2023-03-11
2557,49546,20673,20673,2023-03-11
2556,3283,18665,18665,2023-03-11
2555,49546,22867,22867,2023-03-11
2554,20988,20673,20988,2023-03-11
2553,19799,3283,19799,2023-03-11
2559,22867,20988,20988,2023-03-11
2551,37917,49546,49546,2023-03-11
2550,36421,22867,22867,2023-03-11
2549,13685,20988,20988,2023-03-11
2548,50541,20673,20673,2023-03-11
2547,21357,19799,19799,2023-03-11
2546,31298,3283,3283,2023-03-11
2545,37634,18665,18665,2023-03-11
2544,30181,65194,65194,2023-03-11
2543,63186,37917,37917,2023-03-11
2552,18665,65194,65194,2023-03-11
2498,43197,67731,43197,2023-03-18
2497,43348,2539,43348,2023-03-18
2496,67731,72986,67731,2023-03-18
2495,73470,2539,2539,2023-03-18
2499,61033,31629,61033,2023-03-18
2494,43348,61033,61033,2023-03-18
2489,43197,66555,43197,2023-03-18
2492,66555,73470,73470,2023-03-18
2491,67731,43348,43348,2023-03-18
2490,72986,61033,61033,2023-03-18
2488,2539,31629,31629,2023-03-18
2487,67731,46358,67731,2023-03-18
2486,73470,43197,43197,2023-03-18
2493,43197,31629,31629,2023-03-18
2500,52897,31459,31459,2023-03-18
2508,50770,9730,9730,2023-03-18
2502,31459,9730,9730,2023-03-18
2501,53624,73917,73917,2023-03-18
2518,26363,4333,26363,2023-03-18
2516,52507,4333,4333,2023-03-18
2515,52507,41398,41398,2023-03-18
2514,70886,26363,26363,2023-03-18
2513,4333,41398,4333,2023-03-18
2512,21760,9730,21760,2023-03-18
2517,70886,41398,41398,2023-03-18
2510,67488,67481,67488,2023-03-18
2509,21760,67488,21760,2023-03-18
2507,73917,65407,65407,2023-03-18
2506,67481,31459,67481,2023-03-18
2505,73917,21760,21760,2023-03-18
2503,67481,50770,50770,2023-03-18
2504,67488,65407,67488,2023-03-18
2511,50770,65407,65407,2023-03-18
2466,18665,7855,7855,2023-03-24
2465,37529,45440,45440,2023-03-24
2464,24611,19799,24611,2023-03-24
2463,3283,73004,3283,2023-03-24
2462,17217,1094,1094,2023-03-24
2459,14395,36121,14395,2023-03-24
2460,8973,8374,8374,2023-03-24
2458,25679,37634,37634,2023-03-24
2457,18716,49726,18716,2023-03-24
2456,51975,10231,10231,2023-03-24
2468,37634,18716,37634,2023-03-24
2461,14320,61003,14320,2023-03-24
2469,14395,11829,11829,2023-03-24
2467,10231,38158,38158,2023-03-24
2471,14320,36058,36058,2023-03-24
2470,8374,30734,30734,2023-03-24
2485,45440,38158,38158,2023-03-24
2484,11829,24611,11829,2023-03-24
2482,45440,36058,45440,2023-03-24
2481,11829,38158,38158,2023-03-24
2480,24611,3283,24611,2023-03-24
2479,30734,37634,30734,2023-03-24
2483,36058,30734,36058,2023-03-24
2477,3283,36058,36058,2023-03-24
2476,30734,11829,11829,2023-03-24
2475,37634,38158,38158,2023-03-24
2474,7855,45440,45440,2023-03-24
2473,24611,20477,24611,2023-03-24
2472,3283,1094,3283,2023-03-24
2478,45440,24611,45440,2023-03-24
2424,22867,22682,22682,2023-03-31
2431,29719,38194,38194,2023-03-31
2430,20988,7855,7855,2023-03-31
2429,1094,11254,11254,2023-03-31
2428,10231,21796,10231,2023-03-31
2427,43197,19292,19292,2023-03-31
2426,45142,30734,30734,2023-03-31
2425,18923,1220,1220,2023-03-31
2423,24611,45440,45440,2023-03-31
2415,30236,24611,24611,2023-03-31
2421,43760,36058,36058,2023-03-31
2420,14395,37529,14395,2023-03-31
2419,8374,9730,8374,2023-03-31
2418,29719,26040,29719,2023-03-31
2417,1094,65194,1094,2023-03-31
2416,22303,21796,21796,2023-03-31
2414,43660,26036,43660,2023-03-31
2432,22683,19799,19799,2023-03-31
2422,44974,43660,44974,2023-03-31
2433,25315,9718,9718,2023-03-31
2435,39933,11829,39933,2023-03-31
2450,8374,11254,11254,2023-03-31
2434,29952,8374,8374,2023-03-31
2455,38194,22682,22682,2023-03-31
2453,14395,30734,14395,2023-03-31
2452,14395,38194,38194,2023-03-31
2451,19292,22682,22682,2023-03-31
2449,30734,36058,30734,2023-03-31
2448,14395,8374,14395,2023-03-31
2447,38194,11254,38194,2023-03-31
2454,19292,11254,11254,2023-03-31
2446,19292,30734,19292,2023-03-31
2444,14395,39933,14395,2023-03-31
2443,8374,9718,8374,2023-03-31
2442,19799,38194,38194,2023-03-31
2441,7855,11254,11254,2023-03-31
2440,10231,19292,19292,2023-03-31
2439,30734,1220,30734,2023-03-31
2438,22682,45440,22682,2023-03-31
2437,44974,36058,36058,2023-03-31
2436,43154,14395,14395,2023-03-31
2445,22682,36058,22682,2023-03-31
2398,50526,74791,50526,2023-04-08
2396,28943,26040,28943,2023-04-08
2395,74815,74844,74844,2023-04-08
2397,50526,16118,16118,2023-04-08
2393,74815,50526,50526,2023-04-08
2392,74844,16118,16118,2023-04-08
2391,74791,28943,28943,2023-04-08
2390,74816,26040,26040,2023-04-08
2399,26040,74844,26040,2023-04-08
2394,74791,74816,74791,2023-04-08
2400,16118,28943,28943,2023-04-08
2406,23162,74930,23162,2023-04-08
2402,74944,53624,53624,2023-04-08
2401,74906,74908,74908,2023-04-08
2412,4344,12615,12615,2023-04-08
2411,23162,74908,23162,2023-04-08
2410,23162,53624,53624,2023-04-08
2409,4344,12202,12202,2023-04-08
2413,53624,12202,12202,2023-04-08
2407,74446,74908,74908,2023-04-08
2405,53624,12615,53624,2023-04-08
2404,4344,74446,4344,2023-04-08
2403,74908,12202,12202,2023-04-08
2408,74930,12615,12615,2023-04-08
2368,36421,36260,36421,2023-04-15
2369,18716,52539,18716,2023-04-15
2370,18758,32755,32755,2023-04-15
2371,36757,12990,12990,2023-04-15
2372,18694,37634,37634,2023-04-15
2373,3528,37687,3528,2023-04-15
2374,18977,61035,18977,2023-04-15
2375,36421,31629,36421,2023-04-15
2377,37634,12990,37634,2023-04-15
2376,32755,18716,18716,2023-04-15
2379,31629,36260,31629,2023-04-15
2380,32755,52539,32755,2023-04-15
2381,12990,18694,12990,2023-04-15
2382,18977,37687,37687,2023-04-15
2383,18716,36421,18716,2023-04-15
2384,3528,37634,37634,2023-04-15
2385,32755,31629,31629,2023-04-15
2386,37687,12990,12990,2023-04-15
2387,3528,31629,3528,2023-04-15
2388,36421,12990,36421,2023-04-15
2389,37634,18716,18716,2023-04-15
2378,18977,3528,3528,2023-04-15
2360,46201,14836,14836,2023-04-22
2358,25572,59452,59452,2023-04-22
2359,70886,41398,41398,2023-04-22
2361,25572,40973,40973,2023-04-22
2357,40973,16118,16118,2023-04-22
2363,59452,16118,16118,2023-04-22
2364,14836,41398,41398,2023-04-22
2365,14836,40973,14836,2023-04-22
2366,59452,46201,59452,2023-04-22
2362,46201,70886,46201,2023-04-22
2367,41398,16118,16118,2023-04-22
2343,17595,59577,59577,2023-04-28
2344,31033,31459,31033,2023-04-28
2345,75433,61403,61403,2023-04-28
2347,2141,24215,2141,2023-04-28
2348,31033,26312,26312,2023-04-28
2346,59577,8973,59577,2023-04-28
2350,24215,8973,8973,2023-04-28
2349,61403,73004,73004,2023-04-28
2355,2141,61403,2141,2023-04-28
2354,73004,8973,8973,2023-04-28
2356,26312,59577,59577,2023-04-28
2352,2141,59577,59577,2023-04-28
2351,61403,31033,61403,2023-04-28
2353,73004,26312,26312,2023-04-28
2308,45440,38158,38158,2023-05-07
2316,29719,9286,29719,2023-05-07
2315,2789,11829,11829,2023-05-07
2314,9520,11254,11254,2023-05-07
2313,37634,26040,26040,2023-05-07
2312,1094,36058,36058,2023-05-07
2311,17217,23336,23336,2023-05-07
2310,14395,19292,19292,2023-05-07
2309,9212,14320,14320,2023-05-07
2307,21796,22867,21796,2023-05-07
